Unnamed: 0,城市,职位类型,学历要求 ,岗位名称,地址,薪资,年薪,学历
355,呼和浩特,企业党建,大专,党建专员,4c1af891d5c4f6011HN-0ty-E1BX,3-4K,42000,"['1-3年', '大专']"
356,呼和浩特,企业党建,本科,企业党建,f396fff8eae827101HV63tW5E1tV,4-7K,66000,"['3-5年', '本科']"
357,呼和浩特,企业党建,本科,党建专员,d08e00d8f35675bc1HB43966FFJV,2-3K,30000,"['1-3年', '本科']"
358,呼和浩特,企业党建,大专,党员关系,86048ed04d5fecab1X1z39q4GFpS,3-4K,42000,"['1-3年', '大专']"
359,呼和浩特,档案管理,本科,档案整理项目经理,a9cd13c6e18e43a81XB52tW7GFtY,4-6K,60000,"['3-5年', '本科']"
360,呼和浩特,档案管理,大专,档案数字化项目经理,a914ca9ec81f2b931HJ50t60GFtY,5-7K,72000,"['3-5年', '大专']"
361,呼和浩特,档案管理,学历不限,档案数字化专员,94ce0924495cb47e1HBz2dW1EVVQ,5-6K,66000,"['经验不限', '学历不限']"
362,呼和浩特,档案管理,大专,政府档案管理专员,fed80ef546bcbe0e1HN83d66FlBW,3-4K,42000,"['经验不限', '大专']"
363,呼和浩特,档案管理,中专/中技,档案整理实习生,9d83ed4b7cf879971HJy3N20GFVQ,3-4K,42000,"['经验不限', '中专/中技']"
364,呼和浩特,档案管理,大专,档案录入扫描图像处理数字化服务专员,800d1caf277a20c91HF80tS5EFBW,2-4K,36000,"['1年以内', '大专']"
365,呼和浩特,档案管理,大专,档案数字化技术人员,2f230334deb87fd80HZ-2dy0EFQ~,3-4K,42000,"['经验不限', '大专']"
366,呼和浩特,档案管理,大专,银行档案整理岗,46d9aa22e75b46611HJy0927E1VZ,2-4K,36000,"['经验不限', '大专']"
367,呼和浩特,档案管理,学历不限,档案管理,79d24d88dcb146171Hdz2tW0E1JZ,2-3K,30000,"['经验不限', '学历不限']"
368,呼和浩特,档案管理,大专,档案专业,31df7fb3753295e51Xxz29S1GFJU,2-3K,30000,"['1年以内', '大专']"
369,呼和浩特,档案管理,大专,档案整理专员,095249490b18a51c1HF409-4FlZT,4-7K,66000,"['1-3年', '大专']"
370,呼和浩特,档案管理,大专,档案管理,e4959d7969095d2a1HN43Nq_FVpQ,3-6K,54000,"['经验不限', '大专']"
371,呼和浩特,档案管理,大专,打字著录,16c6b36525a421e71HF82tq8E1RY,5-25元/时,30000,"['1-3年', '大专']"
372,呼和浩特,档案管理,大专,档案整理数字化专员,01bcbdafb14e70ab1HBz2dy8FlRW,3-5K,48000,"['经验不限', '大专']"
373,呼和浩特,档案管理,高中,档案管理,a64345fbb226333e1HF53Ni5EFtW,3-4K,42000,"['经验不限', '高中']"
374,呼和浩特,档案管理,大专,电子档案项目经理,14084ce78e6fba771XZy2NS6FFtY,6-8K,84000,"['1-3年', '大专']"
375,呼和浩特,档案管理,本科,档案数字化专员,d3f82b68f5936e271HJ829-1ElpU,5-6K,66000,"['1年以内', '本科']"
376,呼和浩特,档案管理,学历不限,档案数字化专员,3917f9da878e8cab1HN-3tS7FVBT,3-4K,42000,"['3-5年', '学历不限']"
377,呼和浩特,档案管理,大专,档案整理员,316517be7220693d1Hdy09m7FVtQ,4-7K,66000,"['经验不限', '大专']"
378,呼和浩特,档案管理,中专/中技,档案数字化加工人员,bda374762cff1deb1HV_2N-1GVRS,2-4K,36000,"['经验不限', '中专/中技']"
379,呼和浩特,档案管理,大专,档案管理员,b771a6c5929dc3201HZ-3du1EVFX,5-8K,78000,"['经验不限', '大专']"
380,呼和浩特,档案管理,大专,档案管理,dcb79b3386d558ab1HJ63NW4ElRX,3-4K,42000,"['1年以内', '大专']"
381,呼和浩特,档案管理,学历不限,档案整理专员,5f2a4955ae61e3ed1Hd82tW0E1VR,2-4K,36000,"['经验不限', '学历不限']"
382,呼和浩特,档案管理,学历不限,档案整理专员,9accf7bc3b7b88191HN709W7EVRQ,2-4K,36000,"['经验不限', '学历不限']"
383,呼和浩特,档案管理,大专,社区服务站档案员,46d0d0d7c966ff871Xx_2ti8EVpT,3-4K,42000,"['经验不限', '大专']"
384,呼和浩特,档案管理,本科,档案管理专员,b0c4044fc642d7cc1HB62d6_FlFV,3-4K,42000,"['经验不限', '本科']"
385,呼和浩特,档案管理,大专,档案整理专员,5a62875e1d1ce6931HF63t6_ElFZ,5-8K,78000,"['3-5年', '大专']"
386,呼和浩特,档案管理,学历不限,档案数字化,4642a545c502c8b81HBz09S-EFNS,5-6K,66000,"['在校/应届', '学历不限']"
387,呼和浩特,档案管理,中专/中技,档案数字化加工员,9fe287aca67919d40HZ-3di9E1I~,3-4K,42000,"['1-3年', '中专/中技']"
388,呼和浩特,档案管理,大专,档案整理员,e15f497d71182ac31HF72tm4ElBY,3-5K,48000,"['1-3年', '大专']"
0,石家庄,人力资源专员/助理,本科,人力资源专员,37ad3bf0b27a90a91HN82N6_GVdU,4-6K,60000,"['3-5年', '本科']"
1,石家庄,人力资源专员/助理,大专,人事行政专员,b93dd47275f974a01Hdy3ty8FFpU,3-4K,42000,"['1年以内', '大专']"
2,石家庄,人力资源专员/助理,本科,人力资源专员/助理,c8fe2c4415bac7811HB42tu7EVFV,6-10K·13薪,104000,"['经验不限', '本科']"
3,石家庄,人力资源专员/助理,本科,管培生 福利多+晋升空间大,97f4ed2e34e0cdb01HFz09i0GFRY,7-12K,114000,"['在校/应届', '本科']"
4,石家庄,人力资源专员/助理,本科,美团人事实习生,3dc725ace99b619d1H1639y6EVdY,150-160元/天,38750,"['5天/周', '3个月', '本科']"
5,石家庄,人力资源专员/助理,本科,人事专员（石家庄）,a231c0e52a813e511Hd42Nm8GFVR,6-8K·13薪,91000,"['经验不限', '本科']"
6,石家庄,人力资源专员/助理,大专,人事招聘专员,0e504556e5f583011n172N69FFdU,3-4K,42000,"['1-3年', '大专']"
7,石家庄,人力资源专员/助理,大专,综合管理岗,4ee228d00abcafbe1HF439i9EFRQ,5-7K·13薪,78000,"['经验不限', '大专']"
8,石家庄,人力资源专员/助理,学历不限,人事+无责4000+高提成,c975586de9ecb0711HJ92N25ElZS,4-8K,72000,"['1-3年', '学历不限']"
9,石家庄,人力资源专员/助理,大专,人事行政,9b07759c150efce63nF63dy_F1o~,4-6K,60000,"['1-3年', '大专']"
10,石家庄,人力资源专员/助理,大专,人力资源专员/助理,69947e46ec24d0291XB72Nq7GVJU,3-5K,48000,"['5-10年', '大专']"
11,石家庄,人力资源专员/助理,本科,人力资源专员,587a4a7d0da3f3101Hd-09y4F1RR,4-6K,60000,"['1-3年', '本科']"
12,石家庄,人力资源专员/助理,大专,人事行政助理,2030fd5af37b790e1HZ73tm0F1tV,4-9K,78000,"['在校/应届', '大专']"
13,石家庄,人力资源专员/助理,本科,人力资源专员/助理,616dac46c1253bc71HR409W7FVtX,6-10K,96000,"['经验不限', '本科']"
14,石家庄,人力资源专员/助理,学历不限,缺几个快乐的人事底薪4k+提成奖金+包住,a2bf7519caa5e7c21HN_2dS0EFRQ,5-9K,84000,"['经验不限', '学历不限']"
15,石家庄,人力资源专员/助理,大专,招聘两个人事宝宝，轻松快乐,cbdf890383d3b3a11Hd_2d27GFZT,4-9K,78000,"['经验不限', '大专']"
16,石家庄,人力资源专员/助理,本科,人力资源专员/助理,cb652c870018cbb31HJ82tm7GFpT,4-6K,60000,"['1-3年', '本科']"
17,石家庄,人力资源专员/助理,本科,人事专员（招聘方向）,011b2294b6d641d71HN92Ni7E1JS,4-8K,72000,"['1-3年', '本科']"
18,石家庄,人力资源专员/助理,大专,人事,e413a57a8271263d1HJ82dW-F1tU,3-5K,48000,"['1-3年', '大专']"
19,石家庄,人力资源专员/助理,大专,人事专员,8d368f803283e24b1Hd_3N-8FFVU,3-4K,42000,"['经验不限', '大专']"
20,石家庄,人力资源专员/助理,大专,人力资源专员/助理,ff65abd928ecd63f1HN63Nu5GVVT,5-6K,66000,"['经验不限', '大专']"
21,石家庄,人力资源专员/助理,本科,高级人资专员（双休五险一金）,ac7923f9358e41251Hx939y6EFpW,5-8K,78000,"['1-3年', '本科']"
22,石家庄,人力资源专员/助理,学历不限,公司直招人事专员,91b4b159b994d2461HN929-5ElpT,3-5K,48000,"['经验不限', '学历不限']"
23,石家庄,人力资源专员/助理,大专,人事专员,e56cb7dc970b5fc41XJ62N21FFZT,5-6K,66000,"['1-3年', '大专']"
24,石家庄,人力资源专员/助理,学历不限,人事行政专员,6293efef5a674cc11HJ_3tq6EVFX,5-9K,84000,"['经验不限', '学历不限']"
25,石家庄,人力资源专员/助理,本科,人事行政-运动品牌-双休-五险一金-高速发展,06f303db100c15911HF829i8FlRU,4-6K,60000,"['1-3年', '本科']"
26,石家庄,人力资源专员/助理,本科,hr,b5e38a06da1fe5c61HN53N60GVtZ,5-7K,72000,"['1-3年', '本科']"
27,石家庄,人力资源专员/助理,大专,人事专员,388bc863e452577e1HJ83ty-EVpQ,4-6K,60000,"['3-5年', '大专']"
28,石家庄,人力资源专员/助理,大专,人事专员,d89a325b4df0b0a81HF-0tW-F1ZU,4-6K,60000,"['1-3年', '大专']"
29,石家庄,人力资源专员/助理,大专,人事专员,f168d06281a3c8fe1HN80t-8FFtS,4-6K,60000,"['1-3年', '大专']"
30,石家庄,人力资源经理/主管,本科,58驾培集团燕赵驾校行政人事经理,ae5380f5ca2099d91HB83tm4FlZV,7-10K,102000,"['5-10年', '本科']"
31,石家庄,人力资源经理/主管,大专,人资经理,3edf14e47461e8e41HN82t61EVVQ,3-4K·13薪,45500,"['1-3年', '大专']"
32,石家庄,人力资源经理/主管,学历不限,人资行政专员/主管,ab95fd8c585302321HJ839y5E1dQ,4-6K,60000,"['1-3年', '学历不限']"
33,石家庄,人力资源经理/主管,本科,人力资源主管,2698a45c291c9d2c1XB63Ni0GVZY,5-8K·13薪,84500,"['3-5年', '本科']"
34,石家庄,人力资源经理/主管,大专,大小周人事主管/专员,c24b193fe06ef6cb1Hxy3di6FlBX,4-6K,60000,"['经验不限', '大专']"
35,石家庄,人力资源经理/主管,本科,央企直聘综合管理（优才储备）,bf606f6731b0192c1HJ62dS7FltU,8-12K·13薪,130000,"['3-5年', '本科']"
36,石家庄,人力资源经理/主管,大专,人力资源经理/主管,927d31b0dacc112c1Hd909i0GVVQ,8-12K,120000,"['1-3年', '大专']"
37,石家庄,人力资源经理/主管,大专,人力资源经理/主管,780289d6b72ec68b1HN-2NW9FlBT,8-10K,108000,"['3-5年', '大专']"
38,石家庄,人力资源经理/主管,本科,人事行政经理,749de2a3e3a393731HBz2dy7FFFW,6-8K,84000,"['3-5年', '本科']"
39,石家庄,人力资源经理/主管,高中,人力资源经理/主管,27a9b25c2cf308e41HN_3t67GFNV,4-6K,60000,"['3-5年', '高中']"
40,石家庄,人力资源经理/主管,本科,人事主管,bea9e1857d9b7e4e1HJ-2tu6E1tT,8-10K,108000,"['3-5年', '本科']"
41,石家庄,人力资源经理/主管,大专,人力资源经理/主管,6466407355e09ce91HN_09y4E1tU,7-12K,114000,"['3-5年', '大专']"
42,石家庄,人力资源经理/主管,本科,人事主管,ab91d18445668c321Hd429W6GFJQ,5-7K,72000,"['3-5年', '本科']"
43,石家庄,人力资源经理/主管,大专,人事经理HR,83e3cdba202994bd1n153Nq5EldX,6-8K,84000,"['3-5年', '大专']"
44,石家庄,人力资源经理/主管,本科,综合办公室主任,605a259439acf9761HN73d-4E1pY,4-9K,78000,"['5-10年', '本科']"
45,石家庄,人力资源经理/主管,中专/中技,急聘人事行政4000+五险一金,7bc04b0a2cf359d71HF70tm6FFJT,4-8K,72000,"['经验不限', '中专/中技']"
46,石家庄,人力资源经理/主管,大专,人事主管,fd0d1bf5534a0fa91HZz3t--ElZU,6-8K,84000,"['5-10年', '大专']"
47,石家庄,人力资源经理/主管,大专,人事主管/人事经理,0e7ea7b16e04b6211HJ6092-F1VV,6-8K,84000,"['1-3年', '大专']"
48,石家庄,人力资源经理/主管,本科,人力资源经理/主管,775a6f50620f533d1HN52ti1E1NX,4-9K,78000,"['1-3年', '本科']"
49,石家庄,人力资源经理/主管,本科,人力资源经理/主管,a7f56e3edc77ea9b1HJy0t6_GFpU,6-8K,84000,"['3-5年', '本科']"
50,石家庄,人力资源经理/主管,学历不限,行政人力主管,30dccc017932591c1HJz0tS7FFBT,5-7K,72000,"['经验不限', '学历不限']"
51,石家庄,人力资源经理/主管,大专,行政人事经理,ac81b2e9057754701HV-29m-FlpQ,6-8K,84000,"['3-5年', '大专']"
52,石家庄,人力资源经理/主管,大专,人力行政经理,383cd86e4b6d36201HZ83tS9F1dR,6-7K,78000,"['3-5年', '大专']"
53,石家庄,人力资源经理/主管,本科,人力资源经理,ee7b603046cf98911XV60tm_FVtY,8-10K,108000,"['5-10年', '本科']"
54,石家庄,人力资源经理/主管,本科,人力资源经理,bae70372f699d1331H1639i6FVJT,7-9K,96000,"['5-10年', '本科']"
55,石家庄,人力资源经理/主管,本科,人事行政经理,ef2024b69ff3e1f01XNy39S_ElBY,6-10K,96000,"['3-5年', '本科']"
56,石家庄,人力资源经理/主管,大专,人事主管,194bd3fbff00e0dd1Hd_39q1FlpV,4-6K,60000,"['3-5年', '大专']"
57,石家庄,人力资源经理/主管,大专,行政人力资源主管,3d453a6f232cb4c01nZy2N67FFJZ,5-8K,78000,"['3-5年', '大专']"
58,石家庄,人力资源经理/主管,大专,人力资源主管,2a447735831c43f31nZ80ty8E1BY,5-10K,90000,"['1-3年', '大专']"
59,石家庄,人力资源经理/主管,本科,人力资源经理/主管,9738154f0e628cb01Hdz3Nu6FFpT,6-8K,84000,"['5-10年', '本科']"
60,石家庄,人力资源总监,本科,人资总监/经理,6651e7caf3db38a41HF_3N-7E1tS,8-13K,126000,"['3-5年', '本科']"
61,石家庄,人力资源总监,本科,人力资源总监,d5398292c4209cd91HZ_2tm_GFNV,5-10K,90000,"['1-3年', '本科']"
62,石家庄,人力资源总监,本科,人力总监,ed0fb466c69b26c91HJ43Ni8EVpS,10-15K,150000,"['5-10年', '本科']"
63,石家庄,人力资源总监,本科,人力资源总监,7c4cc2309bac0aec1HJ52di5GVVV,10-15K·13薪,162500,"['3-5年', '本科']"
64,石家庄,人力资源总监,本科,人力行政总监,4a4a8572453b6be11HN63NW6F1pT,12-20K,192000,"['5-10年', '本科']"
65,石家庄,人力资源总监,大专,人事行政总监,1053fb49462812961HF50t--ElpX,10-15K,150000,"['1-3年', '大专']"
66,石家庄,人力资源总监,本科,人力资源总监,8b314bb4307a12ff1HB509i6EFdY,12-15K,162000,"['5-10年', '本科']"
67,石家庄,人力资源总监,大专,集团人力资源总监,a06861fe4f3282511Hd_2t-4ElJY,10-15K,150000,"['1-3年', '大专']"
68,石家庄,人力资源总监,本科,人力资源行政总监,a98cd79eba2e4cb31HF72961FlBT,8-11K,114000,"['5-10年', '本科']"
69,石家庄,人力资源总监,本科,人力资源总监,af31e591801eee371Hdz3NS_F1FT,10-15K,150000,"['10年以上', '本科']"
70,石家庄,人力资源总监,大专,人力总监,750539f8c8c9d4d61HBy29W-FlFS,8-12K,120000,"['5-10年', '大专']"
71,石家庄,人力资源总监,本科,人资行政总监,f8f5900b15df1e101HBz3dq5FFdV,10-12K,132000,"['5-10年', '本科']"
72,石家庄,人力资源总监,本科,人力资源总监,ebf6170373cd7d5f1HB82d2-FFRY,10-11K,126000,"['5-10年', '本科']"
73,石家庄,人力资源总监,本科,行政人资总监,dd0ec975e22a803a0Xx42dW9E1E~,6-7K,78000,"['3-5年', '本科']"
74,石家庄,人力资源总监,硕士,集团人力资源总监,84e049c7f47601861XR63ti9GVFV,10-15K,150000,"['3-5年', '硕士']"
75,石家庄,招聘,大专,招聘经理,4da25bfa8f7b13e31nF-09u8F1FS,8-13K,126000,"['1-3年', '大专']"
76,石家庄,招聘,本科,招聘专员,e4172fcf388335871Hdz39m0E1VW,4-6K,60000,"['1-3年', '本科']"
77,石家庄,招聘,大专,招聘专员+五险,cb2aa0325359ad063nx40t64F1o~,3-8K,66000,"['1-3年', '大专']"
78,石家庄,招聘,学历不限,高薪诚聘  招聘专员 平均月薪6000~8000,d3c78dea4e7923271HJy39y1GVZQ,6-8K,84000,"['经验不限', '学历不限']"
79,石家庄,招聘,学历不限,招聘专家,f6a2be384d2568491HN53di5E1BY,4-9K,78000,"['经验不限', '学历不限']"
80,石家庄,招聘,大专,招聘主管/经理,220a50530c9a49831HF-39q4FlVV,5-8K,78000,"['1年以内', '大专']"
81,石家庄,招聘,学历不限,招几个唠嗑姐妹人事,49732dbcb1e4ee601HBz3d64ElFS,4-7K,66000,"['经验不限', '学历不限']"
82,石家庄,招聘,学历不限,招聘专员+不加班,97be87cefb37138d1HB509-_F1BT,5-6K,66000,"['经验不限', '学历不限']"
83,石家庄,招聘,学历不限,人事招聘专员,9fed37788f013b1a1HRy39y5GFBZ,3-5K,48000,"['经验不限', '学历不限']"
84,石家庄,招聘,大专,招聘专员,668b61a86fc241d21HN83N-1GFdW,3-6K,54000,"['1-3年', '大专']"
85,石家庄,招聘,大专,办公室人事专员,5b80c3938b659bdb1HN73t-7EFBW,4-6K,60000,"['1年以内', '大专']"
86,石家庄,招聘,高中,招聘专员，人事主管,3ac81c8fe2430a651XV709m5FlBS,6-10K,96000,"['1-3年', '高中']"
87,石家庄,招聘,大专,招聘专员,b0359716c904ab121HN_2dy5FVJV,4-7K,66000,"['1-3年', '大专']"
88,石家庄,招聘,学历不限,五险人事专员海悦天地,5f863c37c733500a1Hd82Nu9FldW,3-6K,54000,"['经验不限', '学历不限']"
89,石家庄,招聘,大专,招聘/人事专员,4e3319c35de482931HB-0tu9EVFT,4-6K,60000,"['1-3年', '大专']"
90,石家庄,招聘,学历不限,人事专员,aac4ef5de5a4dcc71HN709q-EVZV,5-9K,84000,"['经验不限', '学历不限']"
91,石家庄,招聘,本科,人事专员,8083f13b3372eab91XR509i_FlRQ,4-8K,72000,"['经验不限', '本科']"
92,石家庄,招聘,本科,招聘专员,f6e27f0816a49b181HN_39--GFNQ,4-8K,72000,"['1-3年', '本科']"
93,石家庄,招聘,学历不限,招聘专员，人事专员,0ef9992db73413891HJ73d6-FlpW,4-7K,66000,"['经验不限', '学历不限']"
94,石家庄,招聘,大专,招聘专员+社保+餐补,49715075b4532ccc1HB709S5FFpT,4-6K,60000,"['1-3年', '大专']"
95,石家庄,招聘,学历不限,人力资源专员/助理,82da3a747b6791211HN-2d66EFZR,3-4K,42000,"['经验不限', '学历不限']"
96,石家庄,招聘,大专,招聘经理,7912c7ae6e2abe571HR73N-1EVZV,8-12K,120000,"['5-10年', '大专']"
97,石家庄,招聘,大专,人事招聘专员+7.5小时+单双休+工作氛围好,ac9e2b22a35a10991HN52t60EFBY,4-6K,60000,"['1-3年', '大专']"
98,石家庄,招聘,大专,人事邀约专员,07bbad627c53840e1HV839W7FVFX,3-6K,54000,"['经验不限', '大专']"
99,石家庄,招聘,大专,人事招聘专员,51d869cd56ec02a81Hd53d60EFNW,4-6K,60000,"['经验不限', '大专']"
100,石家庄,招聘,大专,上市公司招聘专员,0fda0016786996a21XR_29m0FFRT,4-6K,60000,"['经验不限', '大专']"
101,石家庄,招聘,学历不限,职能岗：人力资源招聘专员,4bfa1155c0fa79211Hxz2Nm1ElNT,6-8K,84000,"['经验不限', '学历不限']"
102,石家庄,招聘,大专,招聘专员,36e075aba690bdf41HJ_2ti-FVFW,3-7K,60000,"['经验不限', '大专']"
103,石家庄,招聘,大专,人事专员,d64696402b20921a1nJ929u7FVVT,3-4K,42000,"['1-3年', '大专']"
104,石家庄,招聘,大专,招聘专员,159020b1862088bb1HN62dq8FldR,3-5K,48000,"['经验不限', '大专']"
105,石家庄,HRBP,本科,HRBP经理,9c7acf372405270e1HN43Nu9GVRS,7-9K,96000,"['3-5年', '本科']"
106,石家庄,HRBP,本科,hrbp,03999c9812efb5e11HN639q8FlJZ,5-8K,78000,"['5-10年', '本科']"
107,石家庄,HRBP,本科,HRBP经理,189b8b8cd29200431HVz29-0GFNS,12-18K,180000,"['5-10年', '本科']"
108,石家庄,HRBP,本科,HRBP,4cd452761bdcd5601Hx60t2-E1dY,10-11K·14薪,147000,"['5-10年', '本科']"
109,石家庄,HRBP,大专,HRBP/HRBP主管,2880fcdde7adbbdb1HF839q6GVVQ,6-10K,96000,"['1-3年', '大专']"
110,石家庄,HRBP,本科,HRBP,1f6bb5b38dc29df01X183di4FFtQ,7-8K,90000,"['3-5年', '本科']"
111,石家庄,HRBP,大专,HRBP（区域人事负责人）,ef9f49a1979c4b561HF50ty-EVNS,8-11K,114000,"['3-5年', '大专']"
112,石家庄,HRBP,本科,hrbp专员,af07bf8a503626181HB83tu8F1RX,3-6K,54000,"['经验不限', '本科']"
113,石家庄,HRBP,本科,hrbp经理,5d85ce12fb3c7e7d1HJ_29i7FlNR,10-15K,150000,"['3-5年', '本科']"
114,石家庄,HRBP,本科,HRBP+六险一金+双休,3e64070c773d56261HJ53tq_GFdU,12-18K,180000,"['3-5年', '本科']"
115,石家庄,HRBP,本科,HRBP-双休-五险,d196371fab555b8d1H163N65FlZY,7-12K,114000,"['经验不限', '本科']"
116,石家庄,HRBP,本科,HRBP 人资经理,252e15afbcc982ff1HF-09S6GVtU,6-11K,102000,"['3-5年', '本科']"
117,石家庄,HRBP,本科,集团hrbp,86d57f8fa83605a91HN93tq9FlpY,10-15K,150000,"['5-10年', '本科']"
118,石家庄,HRBP,本科,HRBP（培训方向）,2b0517eb0fad50031HF_0t61FVJQ,6-10K·13薪,104000,"['3-5年', '本科']"
119,石家庄,HRBP,大专,辛集  人事行政  五险双休,43745fb52cebe30b1HN939i5GFNX,4-5K,54000,"['3-5年', '大专']"
120,石家庄,HRBP,大专,HRBP,9170ebc0dda31dd51HF72Nu_E1RZ,7-12K,114000,"['3-5年', '大专']"
121,石家庄,HRBP,本科,HRBP-河北,4c27df9dafbcb4e31HJ40tS9EVpR,10-15K·14薪,175000,"['5-10年', '本科']"
122,石家庄,培训,本科,培训专员,42135958a85169f41HZ70t-8F1dW,4-5K,54000,"['1-3年', '本科']"
123,石家庄,培训,本科,上市公司储备干部+五险+双休,354d47986d0c8f4e1nRz3d65FlFT,4-6K,60000,"['经验不限', '本科']"
124,石家庄,培训,学历不限,培训经理,5f3d8b2aba3fa9361HJ_3t-0EFpX,6-10K,96000,"['1-3年', '学历不限']"
125,石家庄,培训,本科,培训代表,b1f340d1f8bfd51f1XV92t65GVVZ,8-12K,120000,"['经验不限', '本科']"
126,石家庄,培训,本科,电商商学院负责人,1aef228bce9b5a751X1_29q9F1dV,6-11K,102000,"['经验不限', '本科']"
127,石家庄,培训,大专,连锁店直招培训/考核主管,3e5e5410118208b31HF83tm4FVdV,5-7K,72000,"['3-5年', '大专']"
128,石家庄,培训,学历不限,拓展训练教官,4c6bd402155ff78f1X1529-6FltY,5-7K,72000,"['3-5年', '学历不限']"
129,石家庄,培训,大专,大厂员工质检内训师,f836bc96e47edcfc1HN939i1E1pV,5-9K,84000,"['1-3年', '大专']"
130,石家庄,培训,大专,培训经理（新媒体方向）,adf525741ec5ab9a1Hx-3NS-EVtW,6-8K,84000,"['3-5年', '大专']"
131,石家庄,培训,大专,高级培训经理,70db798b4dfd2dc51HN63d-1FVBU,7-12K,114000,"['3-5年', '大专']"
132,石家庄,培训,大专,餐饮培训讲师,91cdccde7b9b9e191HV_3dy_GFRQ,4-7K,66000,"['1年以内', '大专']"
133,石家庄,培训,中专/中技,培训专员,8aa11e9519631bc51X182NW4F1pV,3-5K,48000,"['经验不限', '中专/中技']"
134,石家庄,培训,大专,培训助理,ecbc5eb4d915a4801Xx-3Nq9FFFX,3-5K,48000,"['1-3年', '大专']"
135,石家庄,培训,本科,培训专员,f0e5d2608f6bf3241XB-2tm0EFFS,3-5K,48000,"['1-3年', '本科']"
136,石家庄,培训,大专,培训专员,eb078285671329021HN53tS5FFJR,4-6K,60000,"['1-3年', '大专']"
137,石家庄,培训,本科,年薪25w培训经理,a0ec90772783608b1HN53tm7FVNS,13-16K,174000,"['5-10年', '本科']"
138,石家庄,培训,大专,这都被你发现招社牛实习生啦！！待遇嘎嘎好,b7c00afe1e1ed5451HJ82926EFFY,4-7K,66000,"['经验不限', '大专']"
139,石家庄,培训,高中,培训经理,883ad276a48504981HV43ti7FFJU,3-8K,66000,"['经验不限', '高中']"
140,石家庄,培训,本科,培训副总监,9723283590275ef81HJ93dy4FFVQ,8-13K,126000,"['5-10年', '本科']"
141,石家庄,培训,大专,培训专员,9811999b4226e7ec1Hdy39i6FVtY,4-5K,54000,"['经验不限', '大专']"
142,石家庄,培训,学历不限,长期实习生包住4000＋晋升,fde6366b4055d0c61HB53ti7FVNZ,4-7K,66000,"['经验不限', '学历不限']"
143,石家庄,培训,高中,招聘培训主管,19a5aff4b8961acb1XF93N20F1RT,5-8K,78000,"['5-10年', '高中']"
144,石家庄,培训,大专,招聘专员,18840493018f865c1HZ_09m4EVpR,4-5K,54000,"['1-3年', '大专']"
145,石家庄,培训,本科,培训运营专员（助理）,db00fa04a46900a91Xdz09W4ElRU,4-6K·14薪,70000,"['经验不限', '本科']"
146,石家庄,培训,大专,人力资源（培训经理）,a6ecfb2e2c6e38801HN72t29F1BS,8-13K,126000,"['3-5年', '大专']"
147,石家庄,培训,本科,培训督导经理,c3cae1f2ae1d2de61XF82dm_EFZS,6-10K,96000,"['3-5年', '本科']"
148,石家庄,培训,学历不限,讲师,653cd09485381e101nF43d60GVdW,8-10K,108000,"['1-3年', '学历不限']"
149,石家庄,培训,本科,培训专员,1584911cb82f06421HV609m4E1tU,5-8K,78000,"['经验不限', '本科']"
150,石家庄,培训,本科,专业讲师,4a0287006d76ff6a1XB50929E1RQ,7-8K,90000,"['经验不限', '本科']"
151,石家庄,培训,学历不限,CS培训经理（河北）,1ecdf2229d0ab1541Hdy3ty0EFNQ,8-12K,120000,"['3-5年', '学历不限']"
152,石家庄,员工关系,本科,人力资源部实习生,e45ee43543bdfc631HJz2d29EFFR,面议,0,"['5天/周', '4个月', '本科']"
153,石家庄,员工关系,大专,人事,6318f84bbcd0492d1HV93920E1tU,4-5K,54000,"['1-3年', '大专']"
154,石家庄,员工关系,学历不限,文员,ab7665c12e719d701HB93du8FVJS,5-9K,84000,"['经验不限', '学历不限']"
155,石家庄,员工关系,学历不限,内部员工,376df61350c15fb91HJ42t-1FlRW,3-6K,54000,"['经验不限', '学历不限']"
156,石家庄,员工关系,高中,员工关系,21574f70be0f7f141n1929W4EFZZ,2-3K,30000,"['1-3年', '高中']"
157,石家庄,员工关系,大专,人事专员,6b4efdc7b4329b471X1y3ti_GVRU,4-6K,60000,"['1年以内', '大专']"
158,石家庄,员工关系,本科,人事经理（员工关系）,e9d236fdd2c5da451Xd52ti1FFo~,4-7K,66000,"['3-5年', '本科']"
159,石家庄,员工关系,大专,员工关系专员,6b288d4a81736b541X1z39-0ElZT,5-10K,90000,"['1-3年', '大专']"
160,石家庄,员工关系,大专,人事实习生（提供住宿）,e3022a6f02d2ce4b1HJy09m6EFdQ,3-6K,54000,"['经验不限', '大专']"
161,石家庄,员工关系,本科,HR,8045eede7ea296e11HFz2ty-EVdT,6-7K,78000,"['3-5年', '本科']"
162,石家庄,员工关系,本科,员工关系专员,901282c8aa1605a31HF_3tW4EFtX,5-8K,78000,"['1-3年', '本科']"
163,石家庄,员工关系,本科,人力资源专员,efcb5e3262d0ba551Xx-3dq9F1dQ,4-5K,54000,"['1-3年', '本科']"
164,石家庄,员工关系,学历不限,员工关系,95d4b6f59ae8d3781nJ529S-FVRX,2-3K,30000,"['经验不限', '学历不限']"
165,石家庄,员工关系,大专,人事助理,88e011f3c3e9ae2d1XBz3t2_EFJV,4-6K,60000,"['经验不限', '大专']"
