Unnamed: 0,城市,职位类型,学历要求,岗位名称,地址,薪资,年薪,经验不限,,
325,重庆,全栈工程师,本科,JAVA/PHP/VUE3前后端全栈工程师,b9588dd37ae293661HJ409q5EVBT,8-13K,126000,3-5年,,
326,重庆,全栈工程师,大专,全栈程序员,80fe17ba3c01aadc1HB-0tm0FVNQ,4-5K,54000,1-3年,,
327,重庆,全栈工程师,本科,全栈工程师,9a32f5338ecba5e61HV-2Nq8GVpT,10-15K,150000,3-5年,,
328,重庆,全栈工程师,本科,高级全栈工程师,87dafb2c8a24a29c1nB_09S6E1VW,12-18K,180000,5-10年,,
329,重庆,全栈工程师,本科,高级全栈开发工程师,ea854eb1d3b106221HN43dm8ElBT,10-12K,132000,1-3年,,
330,重庆,全栈工程师,学历不限,技术开发（综合）,d7578313724be5121HRy2tS_ElBQ,6-8K,84000,3-5年,,
331,重庆,全栈工程师,大专,全栈工程师,c054da5d0eb878cb1XN73dW0FVZU,5-10K,90000,3-5年,,
332,重庆,全栈工程师,本科,初级全栈工程师,b56f367b1106bd9c1HR62NW9FVtV,15-30K·15薪,337500,经验不限,,
333,重庆,其他后端开发,高中,Delphi,dfc266b11c561b891nZ43dS8ElZZ,12-15K·13薪,175500,经验不限,,
334,重庆,其他后端开发,本科,后台研发工程师 - 重庆 - 懂车帝,e04691fe3e3a34001XZy2dy1EltT,15-26K,246000,1-3年,,
335,重庆,其他后端开发,大专,Solidity合约开发工程师,0be980c44b0e659e1XJy39S7GFZY,10-15K,150000,1-3年,,
336,重庆,其他后端开发,本科,初级软件开发工程师,e978c040f7e0eb5e1XR63925FlJV,4-8K,72000,在校/应届,,
337,重庆,其他后端开发,本科,Perl,f802c065262e1bb41XR52Nu8F1ZQ,5-6K,66000,1-3年,,
338,重庆,其他后端开发,大专,后端开发,aecb0795cb2cdcd91Xd52t25F1VY,10-13K,138000,1-3年,,
339,重庆,其他后端开发,本科,Java后端开发工程师,c891f2673f8beb261Xd93dq-GVFX,12-16K,168000,3-5年,,
340,重庆,其他后端开发,大专,开发工程师,0f0692d2505f0c741HZ_2dm6ElVY,6-11K,102000,经验不限,,
341,重庆,其他后端开发,本科,高级系统架构师,c84e514833d079281XF52t27EVpX,15-25K·13薪,260000,5-10年,,
342,重庆,其他后端开发,本科,软件工程师,a475fd712f80ef631nNz3tm0F1FR,4-8K,72000,1-3年,,
343,重庆,其他后端开发,本科,ABAP开发顾问(重庆/广州/大连),57447405a9d5fada1XZy3Nm9EVZS,13-25K,228000,3-5年,,
344,重庆,其他后端开发,本科,智能驾驶嵌入式软件开发工程师,e7ff6c000e63ae7f1XF-2t-8GVRZ,15-30K·15薪,337500,3-5年,,
345,重庆,其他后端开发,硕士,软件工程师（后端开发）,55aa84b64d4ad8691Xdz3tu8E1RZ,15-25K,240000,经验不限,,
346,重庆,其他后端开发,大专,游戏后端开发工程师,70f55ccad1c597d31HN92d29FVBU,9-12K,126000,1-3年,,
347,重庆,其他后端开发,学历不限,机器视觉工程师,a9335e8d9fec7c4c1nR-09u_ElBR,6-8K,84000,3-5年,,
348,重庆,其他后端开发,本科,小程序开发工程师,d9c7137e60580e601XZz3N-0GFRY,4-8K,72000,1-3年,,
349,重庆,其他后端开发,本科,通用软件开发工程师,ad091bf0e0efa1671XN72di5EFBQ,14-28K·14薪,294000,经验不限,,
350,重庆,其他后端开发,学历不限,Erlang,eb89f8f0f4a34e753n182di7E1o~,11-20K,186000,5-10年,,
351,重庆,其他后端开发,本科,JAVA软件工程师,f382f220af0a52ba1XZz2Nq7E1FQ,4-8K,72000,1-3年,,
352,重庆,其他后端开发,学历不限,前端开发  后端开发,062884fbed8d54021nVy3t60EFBR,5-10K,90000,1-3年,,
353,重庆,其他后端开发,本科,研发岗/测试岗（应届生可以培养）,12b3dc66120fd6ea1HJ83dW8E1JW,12-24K·16薪,288000,经验不限,,
354,重庆,其他后端开发,大专,PHP开发工程师,b451c2e17dc214801Xd729y4ElVR,5-10K,90000,1-3年,,
355,重庆,其他后端开发,大专,中级后端开发工程师,0133c22e0c3794131HJ-0964FFFZ,30-35元/时,65000,3-5年,,
356,重庆,其他后端开发,大专,erlang高级工程师,81c83486fd9084a50HR739S9GFA~,12-18K,180000,3-5年,,
357,重庆,其他后端开发,学历不限,Delphi软件工程师,4f48418bcee6ab681XV60t--GFZR,10-15K,150000,3-5年,,
358,重庆,其他后端开发,本科,Erlang,ade98c30d40d41e23n182di7E1Y~,10-15K,150000,3-5年,,
359,重庆,其他后端开发,本科,.NET,65766c97a8534ed31Hd52N-5GVpT,15-30K,270000,经验不限,,
360,重庆,前端开发工程师,大专,前端工程师,b78d4b1fc358b1ca1XV_2di7EFdZ,10-15K,150000,5-10年,,
361,重庆,前端开发工程师,本科,react开发工程师,fd8a1dd64fdd378d1HF_0t27FFFW,14-15K,174000,3-5年,,
362,重庆,前端开发工程师,本科,前端工程师,3a626c5fc2b9435d1Hd439W6GFJT,5-6K,66000,1-3年,,
363,重庆,前端开发工程师,本科,高级前端开发工程师,4e54b6e2188644db33N_09m5ElE~,15-25K·14薪,280000,5-10年,,
364,重庆,前端开发工程师,本科,web前端高级工程师,fa2582e063ed0ba81HF92t6-EFBQ,6-9K,90000,经验不限,,
365,重庆,前端开发工程师,本科,web前端开发工程师(初级&中级),bdf511fdd93eead71HJ409q0FFRZ,10-15K,150000,3-5年,,
366,重庆,前端开发工程师,本科,zy2405-前端开发工程师,1851199a5196ea391HF-3di5FVRU,13-26K,234000,5-10年,,
367,重庆,前端开发工程师,本科,前端工程师,21b86958ef9251b01HJ_3d--F1RS,6-11K·13薪,110500,1-3年,,
368,重庆,前端开发工程师,本科,高级前端开发工程师,492d94ea14f92ee01XN_3ti5EVBY,15-20K·13薪,227500,5-10年,,
369,重庆,前端开发工程师,本科,中级前端工程师,28b760f1c098ab041HFy2Ny1EVBV,8-13K,126000,1-3年,,
370,重庆,前端开发工程师,本科,前端开发,bf431110c004aefe1XV829i7FFVX,9-14K,138000,3-5年,,
371,重庆,前端开发工程师,本科,前端工程师,18ff0a04f8cf30001nJz2NW-EVBR,11-20K,186000,3-5年,,
372,重庆,前端开发工程师,大专,前端开发工程师,a0674510d3360f7c1nB_39i7F1JW,10-14K,144000,5-10年,,
373,重庆,前端开发工程师,本科,前端工程师（重庆）,cc58bc01d232c6a71HN439-7FlZU,12-13K,150000,3-5年,,
374,重庆,前端开发工程师,本科,前端开发,2ab0c4b6e6da17051HV82Nm5GFJQ,7-9K·13薪,104000,3-5年,,
375,重庆,前端开发工程师,本科,web开发工程师,3e40e7219bd5d22b1XB93d-5ElJX,7-12K,114000,1-3年,,
376,重庆,前端开发工程师,本科,资深前端开发工程师,774b762c5ebfeb0a1HN_09W5E1pY,25-30元/时,55000,5-10年,,
377,重庆,前端开发工程师,本科,前端开发工程师,066937feaa5d427b1HBy3ti8EVRW,6-8K,84000,5-10年,,
378,重庆,前端开发工程师,本科,前端开发工程师,6eff346235a0f3361HN83dW5EVBZ,5-10K,90000,3-5年,,
379,重庆,前端开发工程师,本科,前端开发工程师,62916d48cbb24be71Hx83Ny7E1pQ,11-14K·13薪,162500,5-10年,,
380,重庆,前端开发工程师,本科,前端工程师,9e7b4bd18c3f24870HF_3NS8E1A~,7-9K,96000,3-5年,,
381,重庆,前端开发工程师,本科,web前端开发工程师?上市公司?五险一金,abbd036d72f19f241n1y09S0EVRQ,11-16K,162000,经验不限,,
382,重庆,前端开发工程师,大专,前端开发工程师,0533651784d97a0e1X1y2ti0F1BW,9-12K,126000,3-5年,,
383,重庆,前端开发工程师,大专,UI设计兼前端开发工程师,9282a85bb18b1a9b1HB93N68GFZV,5-7K,72000,3-5年,,
384,重庆,前端开发工程师,大专,前端开发工程师,0b31e9b849de9f731X1729W9FlVS,9-12K,126000,3-5年,,
385,重庆,前端开发工程师,本科,前端web开发工程师,a2912c1163e889d81HBz3t--EVFW,8-12K,120000,5-10年,,
386,重庆,前端开发工程师,大专,前端开发工程师,57c4cd138ce0271d1XZy2ti8F1VT,10-15K,150000,3-5年,,
387,重庆,前端开发工程师,本科,前端开发工程师,6fbd703ec260703b1HF609W-F1pX,15-25K·14薪,280000,3-5年,,
388,重庆,前端开发工程师,本科,桌面端研发工程师,e8f0df91111387cb1HN-0967GFtY,11-18K,174000,5-10年,,
389,重庆,前端开发工程师,大专,前端开发,55becda3eb6ebbd91HFy39u-F1ZY,8-13K,126000,3-5年,,
390,重庆,Android,本科,Android开发工程师,15aa57da2d7574753nxy2Ni0EFI~,9-14K·13薪,149500,1-3年,,
391,重庆,Android,大专,软件工程师-性能方向,af07c762af01762d1HF-0tS5E1FW,15-20K,210000,1-3年,,
392,重庆,Android,大专,安卓系统开发工程师,1ed4dab5a1e7439d1nV_3Ni8GFFR,5-10K,90000,3-5年,,
393,重庆,Android,本科,Android开发工程师,562d96d42d624c7e1HJ80tW_FVNZ,13-20K·13薪,214500,3-5年,,
394,重庆,Android,大专,android高级工程师,7fb731c9a2bb4fe41X1z2961FVJQ,7-10K,102000,3-5年,,
395,重庆,Android,本科,Android,ed9a584377070f4b1HV70ti5FVtX,4-8K,72000,1-3年,,
396,重庆,Android,本科,flutter工程师,164888e83a8fbdd61nRy09S1EVZZ,3-8K,66000,1-3年,,
397,重庆,Android,本科,性能SE/专家,0bef438b5d0358b81HN60927E1NX,35-55K·15薪,675000,5-10年,,
398,重庆,Android,本科,腾讯云终端开发工程师,0c5618a2680ad6311XJ73N25F1pQ,13-20K,198000,3-5年,,
399,重庆,Android,大专,Android工程师,924f1f31fcadf9fe0n1_3du0FFY~,8-10K,108000,经验不限,,
400,重庆,Android,本科,中高级安卓开发工程师,729fc7e3e89aeda11HN_2Nq_ElBT,10-15K·13薪,162500,3-5年,,
401,重庆,Android,学历不限,系统工程师,8bd80e0a34997d901HN-2920FlNW,15-30K,270000,5-10年,,
402,重庆,Android,本科,安卓开发工程师,b2a35bdf20bedd111HZ72N24EVFZ,14-23K·14薪,259000,3-5年,,
403,重庆,Android,学历不限,安卓IOS逆向,a6565c08a594d9fd1HB739u9EFZZ,16-22K·13薪,247000,3-5年,,
404,重庆,Android,本科,安卓高级开发工程师,191a7818009125a51HJ73d61EVFW,20-30K,300000,5-10年,,
405,重庆,Android,本科,MMI开发工程师（Android）,f38f8090e4f7e0751XV429i4F1tU,9-13K,132000,1-3年,,
406,重庆,Android,本科,android应用开发工程师,bd03a3df8e7966271HZz09S5EFVU,7-12K,114000,3-5年,,
407,重庆,Android,本科,Android/安卓开发工程师,103def64e30f3f8b1Hd83dq9ElVX,10-15K,150000,5-10年,,
408,重庆,Android,本科,Android 工程师,cf9e3be6e81db1c11Xx739W-FltQ,10-13K·13薪,149500,3-5年,,
409,重庆,Android,大专,Android,bd32c7d2b54aed5b0nN70t2-GVU~,5-6K,66000,1-3年,,
410,重庆,Android,本科,android系统工程师,f16255b1f7467b0f1X1_0ti7FVFW,13-20K·15薪,247500,3-5年,,
411,重庆,Android,本科,Android前端工程师,5735dacb632d01ec1nV70969E1BU,6-10K,96000,1-3年,,
412,重庆,Android,大专,影像系统工程师,31b49ab9e671446e1HV73Nu4FlpQ,12-15K,162000,1-3年,,
413,重庆,Android,本科,安卓app开发工程师,960066359c3735e21HF53Nu0E1dR,10-15K,150000,3-5年,,
414,重庆,Android,大专,Android开发工程师,7acc93c34a67ca1e03J_39u-ElA~,8-10K,108000,3-5年,,
415,重庆,Android,学历不限,Android开发工程师,da908cd1bbac8bb23ndy09S7E1A~,7-10K,102000,3-5年,,
416,重庆,Android,大专,android 及后端开发工程师,a183517719bae4741nZz2tm4GFdX,3-6K,54000,经验不限,,
417,重庆,Android,大专,安卓开发工程师,17dace5dd9c8a3d01XR_0tm9EFFV,8-12K,120000,1-3年,,
418,重庆,Android,本科,Android,53256473e506529b1HR509i8FVZS,10-12K,132000,5-10年,,
419,重庆,Android,本科,app前端开发工程师,a59f9f78ff860c061Xx709u8F1NW,20-30K,300000,1-3年,,
420,重庆,iOS,本科,苹果原生开发,5dc29e4dbc38bbbe1Xx42Ny9FlVW,6-8K,84000,1-3年,,
421,重庆,iOS,大专,iOS,79940706150186cc1nd_3t--F1Q~,3-4K,42000,1年以内,,
422,重庆,iOS,本科,开发工程师,4e6a7308deef72ca1n1y39S5GVBW,10-15K,150000,5-10年,,
423,重庆,iOS,本科,高级移动开发工程师,7ed92793d4ddf92f1HRz29W8FlFY,10-15K,150000,5-10年,,
424,重庆,iOS,本科,iOS前端开发,0bd54516f9e3a20c0XB-2dm1EFY~,4-7K,66000,3-5年,,
425,重庆,iOS,学历不限,ios开发,bba5c0969e0c7f531HN72ti1FlBX,10-15K·13薪,162500,3-5年,,
426,重庆,iOS,本科,iOS 高级开发工程师,17df064dec85bc9e1Xx_3d6-FVFW,18-26K,264000,3-5年,,
427,重庆,iOS,本科,app开发,afd2bec80c40c0fe1HV-2d20E1BZ,6-10K,96000,经验不限,,
428,重庆,iOS,本科,ios开发工程师,512c76b7606f51e51XBz2t-8FVNU,10-15K,150000,1-3年,,
429,重庆,iOS,大专,中级ios开发工程师,257f6ee55aedcb9d1HF93NS_FVtZ,8-10K,108000,1-3年,,
430,重庆,iOS,本科,高级flutter开发工程师,3617a0cbd78212b81HN43ti7ElNQ,10-12K,132000,1-3年,,
431,重庆,iOS,大专,ios 开发工程师,67d00faf98188b401nZy2Nm4GVtS,6-11K,102000,经验不限,,
432,重庆,iOS,本科,iOs开发工程师,ae1499a558634b3e1nx90tS_EltR,8-12K,120000,1-3年,,
433,重庆,iOS,本科,iOS高级开发工程师,3e6a43d02528cfec03190964Fg~~,6-12K,108000,1-3年,,
434,重庆,iOS,本科,高级ios开发工程师,0aeda8991b39afec1HFz3tm-FldT,14-18K,192000,5-10年,,
435,重庆,iOS,学历不限,苹果uni_app开发上架,de8b9653f392dc551HBz2N-5FFBT,1000-3000元/月,24000,经验不限,,
436,重庆,iOS,大专,高级ios开发工程师,2814e580cfaf2c7d1HJ53tW1FlJQ,8-11K,114000,3-5年,,
437,重庆,iOS,本科,ios开发工程师,41576580474d639d1Hd83du0FFdY,10-15K,150000,5-10年,,
438,重庆,iOS,本科,iOS开发工程师,c478119eb132a8f71nZ63dm5GFpQ,12-22K,204000,3-5年,,
439,重庆,iOS,本科,初级ios,0d38e1ff70f8fafc1HN-292_FlVS,7-10K,102000,1-3年,,
440,重庆,iOS,学历不限,iOS兼职,ca9d4e6d6d706efb1HN629q5F1tX,450-500元/时,950000,经验不限,,
441,重庆,iOS,大专,ios开发,6ce07607be479c341nN62dW7F1tT,8-12K,120000,1-3年,,
442,重庆,iOS,本科,App开发工程师 （iOS）,7b4b2f9a5f5fc6c31nR-3920EFFS,11-22K,198000,3-5年,,
443,重庆,iOS,本科,iOS开发工程师,59e03c7966225aae1XRz0ty6FVNZ,10-15K,150000,3-5年,,
444,重庆,iOS,大专,iOS,ef81bd8caea6252e1nF52t-7FlpU,8-11K,114000,在校/应届,,
445,重庆,iOS,大专,ios兼职高级开发工程师,1c362d9505a31a431XJ82d-9F1FS,15-20K,210000,5-10年,,
446,重庆,iOS,大专,招聘会flutter和原生开发的IOS工程师,487ad1ca1a3155901HJ52t67EVFV,7-11K,108000,3-5年,,
447,重庆,iOS,本科,IOS前端工程师,8004adf99e0da4551nV70969EVJZ,6-10K,96000,1-3年,,
448,重庆,iOS,学历不限,iOS,5b9e3765675be4640nF-3t-_GQ~~,5-10K,90000,经验不限,,
449,重庆,iOS,学历不限,IOS开发,04b1e3b59181bbf01nJ-39S-EVVS,4-7K,66000,经验不限,,
450,重庆,U3D,大专,unity工程师,e5cf9d05143b150e1HN50t65EVdU,6-10K,96000,经验不限,,
451,重庆,U3D,本科,U3D,c5a36e446ebb2f891nB82d-1E1dZ,6-10K,96000,1-3年,,
452,重庆,U3D,大专,Unity开发工程师,420e8158f046bd0d1nJy2N26ElVQ,8-13K,126000,1-3年,,
453,重庆,U3D,本科,unity工程师,90ebc34323c49f2d1X172t2-FldR,50-100元/时,150000,1-3年,,
454,重庆,U3D,本科,Unity 开发,107063401bd2917c1HR409m-EVZS,8-13K,126000,经验不限,,
455,重庆,U3D,大专,Unity中级开发工程师,390b7006819574f61XF609--F1JQ,9-13K,132000,1-3年,,
456,重庆,U3D,大专,unity3d高级开发工程师,f2ea50edb3524e201HVz39W7FlBY,10-15K,150000,5-10年,,
457,重庆,U3D,大专,unity工程师,30ef08fb6a5b45671Hd52d-_EVNU,4-7K,66000,1-3年,,
458,重庆,U3D,本科,Unity客户端主程,cdb5cc7b106fa73c1nd43dS6F1pX,25-40K·14薪,455000,5-10年,,
459,重庆,U3D,本科,Kanzi开发工程师(A175468),a6f58646edfe3aae1HN439-4EVRS,10-15K,150000,3-5年,,
460,重庆,U3D,本科,初级U3D程序,61e800c4f6ffb47c1Xd_3dq7EFBV,5-10K·13薪,97500,经验不限,,
461,重庆,U3D,高中,U3D工程师,b1ab96732c5da8a51XJ-0928FlZX,5000-15000元/月,120000,1-3年,,
462,重庆,U3D,大专,U3D游戏客户端高级工程师,a759d1ada7b513780HR_3N26FFM~,10-15K,150000,1-3年,,
463,重庆,U3D,学历不限,u3d实习生,eaa00b442e4276b61HZ539-_E1dS,100-150元/天,31250,5天/周,, '学历不限']
464,重庆,U3D,大专,U3D开发,a9dd37cbb597be761XF509u-EFdS,3-5K,48000,经验不限,,
465,重庆,U3D,学历不限,前段开发,095cf34ded4c00c91HB53tu4FFdS,10-15K,150000,经验不限,,
466,重庆,U3D,本科,unity3d游戏开发工程师(中高级),98ee55b1a7d4f3b51HN739m9EFdV,15-25K·13薪,260000,3-5年,,
467,重庆,U3D,本科,Unity软件工程师（中级、高级）,6eba3eee3c8eb1af1nJ-3Ni7E1RZ,10-15K·13薪,162500,3-5年,,
468,重庆,U3D,本科,应用软件开发工程师（Unity）,8e464a4d1cac9a791XN73Ni_E1FW,12-20K·14薪,224000,3-5年,,
469,重庆,U3D,本科,Unity3D主程序,16beef8072c861ae1HR83dS5EFBY,15-30K,270000,5-10年,,
470,重庆,U3D,本科,UE4开发工程师,3c8b8d1f5296e8ba0XJ73t21Els~,12-20K,192000,经验不限,,
471,重庆,U3D,大专,资深unity程序员,771eb7aa62e5988d1XJ729-7EFdY,10-15K,150000,5-10年,,
472,重庆,U3D,本科,Unity3D高级客户端开发工程师,df944126811ba5840Hx83Nq_ElY~,12-20K,192000,5-10年,,
473,重庆,U3D,学历不限,C#,860e70d4ceb6a9d51nB93tW0FVVT,11-20K,186000,1-3年,,
474,重庆,U3D,本科,游戏开发,13eae46e463527261HJ42Nq-GFNX,5-6K,66000,1-3年,,
475,重庆,U3D,大专,unity实习生,bbc86d117d7522ec1Xx-29q7FFdW,2-4K,36000,经验不限,,
476,重庆,U3D,大专,Unity,7b94fe2f915444981HB62dm6EVtQ,8-9K,102000,3-5年,,
477,重庆,U3D,本科,中级Unity3D开发工程师,f3d440accf39f07b1XF63d-8EldY,8-10K·13薪,117000,1-3年,,
478,重庆,U3D,本科,初级开发,2e467a449ac8b5651Hd63d61E1VV,9-13K·13薪,143000,1-3年,,
479,重庆,U3D,学历不限,U3D程序,b71bb155f7094b171Xdy09i7FldS,8-13K,126000,经验不限,,
480,重庆,UE4,大专,UE4游戏开发,e4e197cf96bc86a41nJ529W9FltY,4-8K,72000,1-3年,,
481,重庆,UE4,大专,UE程序工程师,9632064ec6ff37341HR_3Ni7FVpV,10-12K,132000,3-5年,,
482,重庆,UE4,学历不限,ue美术,bb9517b26ccb66bd1HV829m9ElFU,6-11K,102000,经验不限,,
483,重庆,UE4,本科,ue4高级工程师,df498c7d2bb3fca71Xx939q-EldW,15-18K,198000,1-3年,,
484,重庆,UE4,本科,ue工程师,55896b5013d2c8ff1HR72tW9EldZ,120-150元/天,33750,4天/周,, '本科']
485,重庆,UE4,本科,ue4蓝图,2b9d17d20339ba2a1XF409W6FVFY,6-10K,96000,1-3年,,
486,重庆,UE4,本科,VR渲染开发实习生（UE方向）,a010f4c6e55747d41Hd-2dm1FFBQ,250-320元/天,71250,5天/周,, '本科']
487,重庆,UE4,本科,UE4工程师,554bf73e595a47081nd73ty6FVpU,10-13K,138000,5-10年,,
488,重庆,UE4,本科,数字孪生研发负责人,ef538d61d06916f41XF629-_EFNV,20-30K·13薪,325000,3-5年,,
489,重庆,UE4,本科,中级UE程序,8db00dd4b3642a001Xd80968FFVR,10-15K,150000,3-5年,,
490,重庆,UE4,本科,数字孪生工程师,6e641a97e24f75571HN-29S-FVdU,6-11K,102000,3-5年,,
491,重庆,UE4,学历不限,UE或Unity程序AI设计AR开发游戏虚拟数字,005edbd4e0a0d87a1HJ73965FFtS,5-10K,90000,经验不限,,
492,重庆,UE4,大专,ue4高级工程师,a0dce8f3974213fe1HJ_39u6GVNW,7-12K,114000,3-5年,,
493,重庆,UE4,大专,急聘：游戏音频TA(偏程序岗）,43bd385d9e789cf81HF909-_GVJR,15-30K,270000,1-3年,,
494,重庆,UE4,学历不限,ue5游戏开发,6b64322ec117765b1HB43929FFRY,50-60K,660000,1-3年,,
495,重庆,UE4,大专,UE4地编,3eb66983be0998501n1839S6EVtU,5-8K,78000,1-3年,,
496,重庆,UE4,大专,ue4蓝图,e2ac41c2c6a612bb1Hd53tS-FFRQ,7-12K·13薪,123500,1-3年,,
497,重庆,UE4,学历不限,虚幻引擎场景美术师,991e72b91f06363d1HB_3di5EFtQ,4-8K,72000,1-3年,,
498,重庆,UE4,本科,UE 开发工程师,2b901188c81bf5fb1Xx_39i4E1tQ,15-20K·14薪,245000,5-10年,,
499,重庆,UE4,大专,ue4蓝图,95a73b1c974467281XB42d61ElBQ,9-14K,138000,3-5年,,
500,重庆,UE4,学历不限,UE4/UE5研发工程师,64920440cd230da11Xd729q4FltY,15-25K·13薪,260000,3-5年,,
501,重庆,UE4,学历不限,虚幻引擎蓝图,7b833891cf7fae7d1HN73NW8GFVQ,7-12K,114000,1-3年,,
502,重庆,UE4,本科,数字孪生工程师,2fcda28ccc56fb611HF_3ty5GFpS,11-22K,198000,3-5年,,
503,重庆,UE4,本科,UE（Unreal Engine）开发工程师,560c5bb5588b43ca1HZ80t-7GFVV,11-17K·15薪,210000,3-5年,,
504,重庆,UE4,学历不限,UE地编师,275e486244ae77e21XZ_29m-GFNS,8-13K,126000,3-5年,,
505,重庆,UE4,大专,UE高级地编-序列JSDBP01,d75e60ea3a8aea2a1HN82tm7EldT,8-12K,120000,1-3年,,
506,重庆,UE4,大专,UE4地编,386a5f86af343dbe1n143N-9EFtQ,5-10K·13薪,97500,3-5年,,
507,重庆,UE4,本科,VR工程师,16c9ffb309c86cd71HJ609S1EVRX,7-11K·13薪,117000,3-5年,,
508,重庆,UE4,大专,ue4开发工程师,9781f197d644c0cb1XR43N65EFdS,5-10K,90000,3-5年,,
509,重庆,UE4,学历不限,UE高级开发,073d27ce8c1356c31HF82N2_EVNZ,14-20K,204000,3-5年,,
510,重庆,Cocos,学历不限,Cocos,343944dc40e950811HFy296-EFFR,120-240元/天,45000,7天/周,, '学历不限']
511,重庆,Cocos,大专,3D引擎开发工程师,859d752eb7fb66471HN429S6FltZ,12-13K,150000,3-5年,,
512,重庆,Cocos,本科,微信游戏程序员,06007003f34a2d5d1HN709y9FlFR,6-11K,102000,1-3年,,
513,重庆,Cocos,本科,Cocoscreator小游戏开发工程师,f62b7894f28e9eb71Hd-3tq9ElZS,13-20K,198000,1-3年,,
514,重庆,Cocos,学历不限,传奇游戏开发,36d2da0dc9ad9f861HN53NW6GVdT,10-15K,150000,经验不限,,
515,重庆,Cocos,大专,cocos游戏开发,4feeea0f447e1d781HF639-9ElNX,8-10K,108000,3-5年,,
516,重庆,Cocos,学历不限,Cocos魔兽地图RPG游戏TS开发,4eb83a0bdfa21b871HJ42du7EFNZ,5-10K,90000,经验不限,,
517,重庆,Cocos,本科,cocos2d-x开发工程师,6c4e96fe089c03421X1z29m8FldS,5-10K,90000,在校/应届,,
518,重庆,Cocos,大专,cocos creator游戏工程师,6ab0700e0d1caec31HJ73dW0GVtZ,10-15K·13薪,162500,3-5年,,
519,重庆,Cocos,大专,cocos游戏开发工程师,87a3484523281dc51Xx42dW0E1pY,6-10K,96000,1-3年,,
520,重庆,Cocos,大专,前端开发工程师,2a0f19b1102e59cd1nR-2dS7ElJY,7-8K,90000,1-3年,,
521,重庆,Cocos,本科,cocos2d程序员,55e7aaee4d9a22ab1XV-2t67FFE~,5-10K,90000,1-3年,,
522,重庆,Cocos,大专,cocos游戏开发,64075fe3b2d662561HJz39m4EldS,10-15K,150000,3-5年,,
523,重庆,Cocos,学历不限,游戏开发,d9f02850763fcb2e1n140tS5EVRZ,13-26K,234000,1-3年,,
524,重庆,Cocos,大专,Cocos 前端开发,5336739f13f1dede1nJ43tS5FFRQ,4-8K,72000,1-3年,,
525,重庆,Cocos,大专,CocosCreator游戏开发工程师,593ea1d1c3a54af01Xd_2921F1ZQ,8-13K·13薪,136500,3-5年,,
526,重庆,Cocos,本科,高级cocos开发工程师,b68209061e8d9d761HB83dq6FFVV,10-11K,126000,5-10年,,
527,重庆,Cocos,学历不限,游戏开发工程师,142ec3e129b35f4a1Hd73dy_GVVT,10-15K,150000,经验不限,,
528,重庆,Cocos,大专,laya开发工程师（双休+五险一金）,447c11088b55ecf61HN83t-6FlBU,8-12K,120000,1-3年,,
529,重庆,Cocos,大专,cocos2d-x程序前端,98de7885ee317d173nd62d27E1Y~,8-12K,120000,1-3年,,
530,重庆,Cocos,大专,cocos游戏开发,69046e5f0e895f571HN92Nq_GFFX,10-15K,150000,1-3年,,
531,重庆,Cocos,本科,小游戏主程(微信小游戏+五险一金双休),6fbdd65f69a5073b1HN83t68GFRX,8-13K,126000,1-3年,,
532,重庆,Cocos,学历不限,cocos游戏开发工程师,4103818a0f78c1201Xx72t66GFRY,4-9K,78000,1年以内,,
533,重庆,Cocos,大专,cocos creator 客户端,e438da32085fda121HJ_09q6FltX,10-15K,150000,5-10年,,
534,重庆,Cocos,大专,cocos2d-x开发工程师,1af47e31b3274bc11HB93t60EFNT,10-12K,132000,1-3年,,
535,重庆,Cocos,大专,游戏开发工程师,d74aa59896cc0ca70XB92tW9F1U~,10-15K,150000,1-3年,,
536,重庆,Cocos,大专,游戏客户端开发工程师,8b0435264c4520571HN42dm0EFZW,10-15K,150000,3-5年,,
537,重庆,Cocos,本科,Cocos Creator 开发工程师,9d1ac3c6dab892a41X183dm1EFVY,11-22K,198000,1-3年,,
538,重庆,Cocos,大专,COCOS2DX,f01b07dd68cfa2e61n1409W9FFJY,7-12K,114000,1-3年,,
539,重庆,Cocos,大专,CocosCreator游戏开发工程师,80af2a53abbf35551HJ42969F1JU,7-10K,102000,经验不限,,
0,哈尔滨,Java,学历不限,JAVA,14a39d1507ec36231nx83dW9FFFT,5-6K,66000,1-3年,,
1,哈尔滨,Java,本科,Java开发工程师,939909f89e77eabe33J439m8FFI~,5-10K·13薪,97500,1-3年,,
2,哈尔滨,Java,本科,java开发,c476817e137f16a51HB-29u8FVdT,6-10K,96000,1-3年,,
3,哈尔滨,Java,本科,java初级工程师,232cb1b587ef9eca1nd60t29EFJS,4-6K,60000,1年以内,,
4,哈尔滨,Java,本科,开发项目经理,aa8dbbaf5a6f6bba0HF629y0FFc~,5-10K,90000,3-5年,,
5,哈尔滨,Java,本科,java开发工程师,e35c2545a74d95b61XBz3Nq5F1ZS,7-11K,108000,3-5年,,
6,哈尔滨,Java,本科,小程序开发专员,c320a3e3e78882690nx-3d66GFQ~,5-8K,78000,经验不限,,
7,哈尔滨,Java,本科,中高级java开发工程师,e9de56f061ccee8a1XN43NW-FlNU,10-15K,150000,1-3年,,
8,哈尔滨,Java,本科,Java,3918644c06932cf01HB52NW8FFNR,8-13K,126000,5-10年,,
